,bruises,odor,ring-number,ring-type,spore-print-color,population,habitat,cap,gill,stalk
7536,0,4,0,3,7,1,0,0.48499355473992817,1.490834211264185,2.5689349579657863
6935,0,8,1,0,7,4,2,0.2652325990736682,-2.0421267634770066,-0.30206250083506786
2528,1,5,1,4,2,4,0,-0.4025213144518212,0.7322007073372602,-1.0880148803615513
1206,0,5,1,0,2,0,1,-0.17428931225885164,0.5347120215895923,-1.7370936716638257
5285,1,5,2,0,7,1,6,-1.4933031881943875,1.301175835282454,0.8047283289170621
7195,0,5,2,4,7,5,0,0.5375636322398677,1.301175835282454,-0.2264963106383051
6250,0,7,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,0.22629158017371254
5130,1,2,1,4,1,3,5,1.3104577007652365,-0.026432796589665127,0.897003030084873
867,1,3,1,4,3,5,4,1.8786270236620188,0.7322007073372602,-1.9066733720440707
2974,1,5,1,4,3,5,0,-0.17428931225885164,1.301175835282454,-1.0907567707006371
541,0,5,1,0,2,3,1,-0.34849349587411305,1.2933455255165174,-0.674901728968094
1132,1,6,1,4,2,3,1,-0.7964864537333425,-0.7145181316048876,-1.198062696213186
7865,0,2,1,0,7,4,0,0.18915526500934482,-2.0421267634770066,-0.3048043911741535
6405,0,7,1,0,7,4,4,0.6591977383551894,-2.0421267634770066,-0.6734535868669065
3390,0,1,1,4,2,4,0,-1.4102125486811237,-1.09383488356835,-0.8430332872471509
7956,0,5,1,4,4,1,2,0.6136409663041908,3.027982072095903,0.5051951659026519
2962,1,5,1,4,3,5,0,-0.7509296816823438,1.301175835282454,-1.3820642626977904
4155,1,5,1,4,3,4,0,0.6591977383551894,0.7322007073372602,-1.0907567707006371
3259,0,2,1,2,1,5,1,-1.7586209159116462,0.7322007073372602,1.4644722174718798
7754,0,2,1,0,7,4,4,0.14359849295834642,-2.0421267634770066,-0.913242066217619
8019,0,5,2,4,7,3,1,1.4626123688938824,1.2933455255165174,-0.1344226114162668
2583,1,5,1,4,2,4,0,-0.17428931225885164,0.35288395537379746,-0.796707388364398
2813,1,5,1,4,3,5,0,-0.5767254980670828,0.7322007073372602,-0.21683429470917706
6302,0,2,1,0,7,4,2,-0.7509296816823438,-2.0421267634770066,-0.0880967125335141
7036,0,5,1,4,4,4,2,-0.7964864537333425,1.8900318162055154,0.5051951659026519
5598,0,5,1,0,7,4,2,-0.9251338652976054,0.4156018145195639,1.1013068024572987
3586,1,5,1,4,2,5,0,-1.9328250995269078,0.7322007073372602,0.08544075864431919
6972,0,8,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-1.2045495582147725
5321,0,7,1,0,7,4,2,-0.4025213144518212,-2.0421267634770066,-0.9105001758785335
6904,1,5,2,4,7,5,4,-0.9251338652976054,1.301175835282454,-0.8430332872471509
2630,0,5,1,0,2,0,1,0.6136409663041908,1.2933455255165174,-0.674901728968094
6503,0,2,1,0,7,4,0,0.2652325990736682,-2.0421267634770066,0.2290334705127982
5185,0,5,1,0,7,4,2,0.48499355473992817,0.4156018145195639,1.1013068024572987
5036,0,2,1,2,1,5,4,0.46849960362448534,-0.21609117257139643,1.4699559981500512
1080,0,5,1,0,2,0,1,0.5225274222021941,0.5347120215895923,-1.7370936716638257
4283,1,5,2,0,7,1,6,0.7878451499194522,-0.4057495485531277,-0.665518582764133
2085,0,5,1,0,2,3,1,-0.34849349587411305,0.9140287735530548,-1.7370936716638257
2452,0,5,1,0,3,0,1,-1.7586209159116462,0.7243703975713236,-0.674901728968094
4966,1,5,2,0,7,1,6,0.14359849295834642,-0.4057495485531277,-0.665518582764133
2023,0,5,1,0,2,3,1,-1.584416732296385,0.7243703975713236,-0.674901728968094
5371,1,5,2,0,7,1,6,0.3178026765736078,1.301175835282454,0.8047283289170621
7659,0,5,2,4,7,3,1,0.052484948856349585,1.8623206534617112,-0.1344226114162668
226,1,0,1,4,3,2,1,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
1013,0,5,1,0,2,3,1,0.6136409663041908,0.9140287735530548,-0.674901728968094
1929,0,5,1,0,2,3,1,0.4394367826889296,1.2933455255165174,-1.7370936716638257
5737,1,5,2,0,7,1,6,-1.0993380489128666,1.301175835282454,2.261265788902829
1404,0,5,1,0,3,0,1,-0.9706906373486036,0.5347120215895923,-0.5202183215768948
2179,1,5,1,4,2,5,0,-0.5767254980670828,1.1115174593007227,-1.0907567707006371
697,1,6,1,4,2,4,1,-0.4025213144518212,-0.14554300365969353,-1.198062696213186
1124,1,0,1,4,6,4,0,1.4846618843804975,-0.1533733134256301,-1.3820642626977904
3895,0,2,1,2,1,5,4,-0.34849349587411305,0.7322007073372602,1.4644722174718798
1778,1,6,1,4,2,4,5,1.3104577007652365,-1.2834932595500816,-1.198062696213186
8118,0,2,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.3048043911741535
2634,1,5,1,4,3,4,0,-0.5767254980670828,1.301175835282454,-1.3820642626977904
3489,1,5,1,4,2,5,0,0.8334019219704508,1.301175835282454,0.959363234635779
1037,1,0,1,4,3,4,0,0.6967316058174551,-0.5326900653890926,-1.3820642626977904
2256,1,5,1,4,3,5,0,1.0076061055857122,1.1115174593007227,-1.3820642626977904
6794,0,8,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,0.22629158017371254
8028,0,2,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-0.913242066217619
313,1,0,1,4,3,4,0,-0.8875999978353397,-0.1533733134256301,-1.3820642626977904
2649,1,5,1,4,2,5,0,-1.7586209159116462,1.1115174593007227,0.959363234635779
2281,1,5,1,4,3,5,0,-0.4025213144518212,1.1115174593007227,0.08544075864431919
5827,1,2,1,4,1,4,1,0.4394367826889296,0.7322007073372602,0.897003030084873
2547,1,5,1,4,3,5,0,-1.7586209159116462,1.301175835282454,-1.0880148803615513
2159,1,5,1,4,2,4,0,-1.9328250995269078,1.1115174593007227,-0.2058667333528342
3137,1,5,1,4,3,4,0,0.6591977383551894,0.7322007073372602,-1.0880148803615513
6746,0,2,1,0,7,4,2,0.6136409663041908,-2.0421267634770066,-0.0880967125335141
3967,0,2,1,2,1,5,4,1.8786270236620188,-0.026432796589665127,3.2287685114893145
1428,1,3,1,4,2,3,4,1.0076061055857122,0.35288395537379746,-1.9066733720440707
5771,0,8,1,0,7,4,2,-0.4025213144518212,-2.0421267634770066,0.5203409625099515
2520,1,5,1,4,2,4,0,-1.9328250995269078,0.7322007073372602,-0.796707388364398
5227,0,2,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,-0.06501591182344083
5884,0,8,1,0,7,4,0,-0.7509296816823438,-2.0421267634770066,-0.06501591182344083
6011,0,7,1,0,7,4,2,-1.144894820963865,-2.0421267634770066,-0.9105001758785335
448,1,3,1,4,2,3,3,2.2505426474569252,1.301175835282454,-1.020547991730168
5133,0,8,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,-0.010755008837914495
1284,0,5,1,0,2,0,1,-1.584416732296385,0.9140287735530548,-0.5202183215768948
3727,1,5,1,4,3,4,0,1.0076061055857122,1.1115174593007227,0.08544075864431919
361,0,5,1,0,2,0,1,-1.584416732296385,1.2933455255165174,0.5419736211188371
7331,0,8,1,0,7,4,0,0.14359849295834642,-2.0421267634770066,-0.06501591182344083
6472,0,7,1,0,7,4,2,-1.144894820963865,-2.0421267634770066,-0.6734535868669065
2460,1,5,1,4,2,4,0,-1.584416732296385,1.301175835282454,-1.0880148803615513
22,1,3,1,4,3,3,3,2.8187119703537076,0.16322557939206617,-1.020547991730168
2066,1,5,1,4,3,4,0,-0.7509296816823438,0.7322007073372602,-0.796707388364398
1653,0,5,1,0,3,3,1,-0.9706906373486036,0.5347120215895923,-0.5202183215768948
702,1,3,1,4,2,3,4,0.46849960362448534,0.35288395537379746,-1.9066733720440707
7100,0,4,0,3,7,1,0,-0.9251338652976054,3.027982072095903,2.5689349579657863
2743,1,5,1,4,2,4,0,1.0076061055857122,0.7322007073372602,0.08544075864431919
1376,0,5,1,0,2,3,1,0.5225274222021941,0.7243703975713236,-0.674901728968094
6599,0,5,2,4,7,2,1,-0.9706906373486036,1.2933455255165174,-0.1344226114162668
2468,1,5,1,4,2,5,0,-1.584416732296385,1.1115174593007227,-0.796707388364398
3754,0,1,1,4,3,4,0,-0.8875999978353397,-0.3352013796414249,-0.8430332872471509
2325,1,5,1,4,2,4,0,-1.584416732296385,1.1115174593007227,-0.796707388364398
460,1,0,1,4,3,3,3,-0.09966971927229715,0.16322557939206617,-1.020547991730168
4183,1,5,1,4,2,5,0,-0.34849349587411305,1.301175835282454,-1.3820642626977904
4082,0,2,1,2,1,4,4,0.6967316058174551,-0.21609117257139643,2.6461535274950068
1486,0,5,1,0,2,0,1,-0.8875999978353397,1.2933455255165174,-0.674901728968094
3678,1,5,1,4,2,5,0,1.0076061055857122,1.1115174593007227,-0.796707388364398
282,0,5,1,4,3,4,5,-1.1143742589505403,-0.7145181316048876,-1.198062696213186
4558,0,2,1,2,1,5,0,-0.5767254980670828,-0.026432796589665127,0.8818572334775732
4308,0,2,1,2,1,4,1,0.8334019219704508,-0.21609117257139643,3.217800950132971
4865,1,2,1,4,1,4,1,-0.9706906373486036,0.7322007073372602,0.897003030084873
3537,1,5,1,4,3,5,0,0.8334019219704508,0.7322007073372602,-1.0907567707006371
5716,1,2,1,4,1,4,5,-1.4933031881943875,0.7322007073372602,-1.3820642626977904
2581,1,5,1,4,3,4,0,-0.5767254980670828,0.7322007073372602,0.08544075864431919
1368,1,5,1,4,2,4,0,-1.7586209159116462,0.35288395537379746,0.959363234635779
7325,0,5,1,4,8,1,2,0.6136409663041908,2.0796901921872464,0.5051951659026519
5456,1,2,1,4,1,3,5,-0.9706906373486036,1.301175835282454,0.897003030084873
597,1,3,1,4,2,3,3,2.6445077867384463,-0.21609117257139643,-1.020547991730168
4351,0,2,1,2,1,4,4,0.46849960362448534,-0.21609117257139643,2.052570982144358
6595,0,7,1,0,7,4,2,-0.7964864537333425,-2.0421267634770066,0.2290334705127982
4758,0,2,1,2,1,4,1,0.8334019219704508,0.7322007073372602,2.6461535274950068
8062,0,8,1,0,7,4,2,0.5375636322398677,-2.0421267634770066,-0.38214609486975315
7653,0,7,1,0,7,4,0,0.18915526500934482,-2.0421267634770066,-0.913242066217619
7282,0,7,1,0,7,4,0,0.14359849295834642,-2.0421267634770066,-0.30206250083506786
3468,0,1,1,4,3,4,0,-1.7586209159116462,-0.1533733134256301,-0.8430332872471509
5198,0,2,1,2,1,4,4,-0.7133958142200783,-0.026432796589665127,2.6461535274950068
2990,0,2,1,2,1,4,0,-1.7586209159116462,-0.026432796589665127,3.217800950132971
7227,0,7,1,0,7,4,4,0.18915526500934482,-2.0421267634770066,0.5203409625099515
7963,0,2,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.3794042045306674
2544,1,5,1,4,2,5,0,-0.5767254980670828,1.301175835282454,-1.0880148803615513
6043,0,8,1,0,7,4,4,0.6591977383551894,-2.0421267634770066,-0.3794042045306674
5955,0,5,1,0,7,4,0,0.7657956344328378,-0.14554300365969353,0.2939712679401839
4066,0,2,1,2,1,5,0,-0.34849349587411305,-0.21609117257139643,3.2287685114893145
3988,0,2,1,2,1,5,1,0.6967316058174551,-0.026432796589665127,0.8818572334775732
7842,0,5,2,4,7,3,1,-0.9706906373486036,1.8623206534617112,-0.05708090772066722
685,1,0,1,4,2,2,3,0.2942954200092241,-0.21609117257139643,-1.020547991730168
5485,0,2,1,2,1,4,4,0.8334019219704508,0.7322007073372602,1.4699559981500512
3243,0,2,1,2,1,5,1,0.46849960362448534,-0.21609117257139643,3.217800950132971
6943,0,8,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-0.3794042045306674
4083,0,2,1,2,1,5,0,0.46849960362448534,-0.21609117257139643,4.393998479477928
2837,1,5,1,4,3,5,0,-0.17428931225885164,0.35288395537379746,-0.796707388364398
3697,0,1,1,4,2,4,0,-0.6222822701180812,-0.3352013796414249,-0.8430332872471509
4941,0,2,1,2,1,4,4,-1.7586209159116462,-0.21609117257139643,2.629702185460493
7121,0,8,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.913242066217619
4040,0,2,1,2,1,5,0,-1.7586209159116462,0.7322007073372602,0.8818572334775732
2230,1,5,1,4,3,4,0,-0.5767254980670828,0.7322007073372602,-1.0907567707006371
5934,1,2,1,4,1,3,1,-0.08317576815685446,1.301175835282454,-1.3820642626977904
2320,1,5,1,4,2,5,0,-0.5767254980670828,1.301175835282454,0.07721508762706197
4878,0,2,1,2,1,5,4,0.6967316058174551,0.7322007073372602,4.393998479477928
521,1,3,1,4,2,3,1,2.2505426474569252,0.35288395537379746,-1.020547991730168
522,1,0,1,4,3,5,4,1.8786270236620188,0.7322007073372602,-1.9066733720440707
6341,0,2,1,0,7,4,2,0.6136409663041908,-2.0421267634770066,0.5203409625099515
6535,0,8,1,0,7,4,0,-0.7964864537333425,-2.0421267634770066,-0.9105001758785335
6532,0,2,1,0,7,4,0,0.2652325990736682,-2.0421267634770066,-0.38214609486975315
7188,0,5,1,4,8,1,2,-0.7964864537333425,2.0796901921872464,0.5051951659026519
780,1,0,1,4,2,3,3,0.46849960362448534,1.301175835282454,-1.020547991730168
6352,0,7,1,0,7,4,2,-0.7964864537333425,-2.0421267634770066,-0.06501591182344083
5508,1,5,1,4,7,1,2,2.174465313392602,0.4156018145195639,-0.8430332872471509
651,1,3,1,4,3,2,3,2.4247468310721865,0.35288395537379746,-1.020547991730168
6063,0,2,1,0,7,4,2,-0.7509296816823438,-2.0421267634770066,0.2290334705127982
2196,1,5,1,4,2,4,0,-0.34849349587411305,0.35288395537379746,0.07721508762706197
369,0,5,1,0,2,3,1,-1.7586209159116462,0.9140287735530548,-1.7370936716638257
5331,1,2,1,4,1,3,5,-0.09966971927229715,-0.026432796589665127,-0.3198723200020583
4214,0,2,1,2,1,5,1,-0.7133958142200783,-0.21609117257139643,2.629702185460493
377,1,3,1,4,3,2,3,2.8187119703537076,0.35288395537379746,-1.020547991730168
5717,1,5,1,4,7,1,2,0.44645008813787057,0.4156018145195639,-0.8430332872471509
2216,1,5,1,4,3,5,0,-1.7586209159116462,1.301175835282454,-0.21683429470917706
6186,0,2,1,0,7,4,0,0.18915526500934482,-2.0421267634770066,-0.06501591182344083
1613,1,6,1,4,2,3,5,1.3104577007652365,-0.7145181316048876,-1.198062696213186
7288,0,8,1,0,7,4,4,0.5375636322398677,-2.0421267634770066,-0.913242066217619
3632,0,1,1,4,2,3,0,-0.9706906373486036,0.22594343853783255,-0.8430332872471509
962,1,5,1,4,2,4,0,-1.584416732296385,0.35288395537379746,0.07721508762706197
7308,0,2,1,0,7,4,0,-0.20480987427217634,-2.0421267634770066,-0.913242066217619
7623,0,5,2,4,7,3,1,0.8404152274193919,0.34505364560786106,-0.665518582764133
6192,0,2,1,0,7,4,2,1.0076061055857122,-2.0421267634770066,-0.6191926838813802
5509,1,2,1,4,1,4,1,1.3104577007652365,0.7322007073372602,0.897003030084873
359,1,0,1,4,3,3,1,0.46849960362448534,1.301175835282454,-1.020547991730168
3839,1,5,1,4,2,5,0,0.6591977383551894,0.7322007073372602,-0.2058667333528342
6705,0,8,1,0,7,4,0,-0.7964864537333425,-2.0421267634770066,-0.6191926838813802
1246,0,5,1,0,3,0,1,0.4394367826889296,0.5347120215895923,-1.7370936716638257
5673,0,8,1,0,7,4,0,-0.7509296816823438,-2.0421267634770066,-0.0880967125335141
5087,0,5,1,0,7,4,2,-1.1669443364504801,0.4156018145195639,1.2559902098484974
3694,0,2,1,2,1,4,1,-1.7586209159116462,-0.21609117257139643,2.6461535274950068
6852,0,7,1,0,7,4,0,1.0076061055857122,-2.0421267634770066,0.2290334705127982
2567,1,5,1,4,2,5,0,-0.7509296816823438,0.35288395537379746,-1.0880148803615513
3423,1,5,1,4,2,5,0,0.8334019219704508,0.35288395537379746,-0.21683429470917706
2037,0,5,1,0,3,0,1,-1.7586209159116462,1.2933455255165174,0.5419736211188371
772,1,0,1,4,2,2,3,0.46849960362448534,0.16322557939206617,-1.020547991730168
7462,0,2,1,0,7,4,4,0.5375636322398677,-2.0421267634770066,-1.2045495582147725
3562,1,5,1,4,2,4,0,0.8334019219704508,1.1115174593007227,0.959363234635779
7686,0,2,1,0,7,4,0,0.18915526500934482,-2.0421267634770066,-1.2045495582147725
7423,0,2,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,-0.30206250083506786
5380,0,2,1,2,1,4,4,0.46849960362448534,0.7322007073372602,3.2287685114893145
4531,0,2,1,2,1,5,1,0.6967316058174551,-0.026432796589665127,4.393998479477928
1674,0,5,1,0,2,3,1,0.6136409663041908,1.2933455255165174,-0.5202183215768948
365,0,5,1,4,2,4,5,-0.17428931225885164,-0.7145181316048876,-1.198062696213186
5340,1,5,2,0,7,1,6,-0.6222822701180812,-0.4057495485531277,2.261265788902829
7224,0,2,1,0,7,4,0,0.14359849295834642,-2.0421267634770066,-1.2045495582147725
4327,0,2,1,2,1,5,1,1.8786270236620188,0.7322007073372602,3.2287685114893145
147,1,3,1,4,3,2,3,0.46849960362448534,1.301175835282454,-1.020547991730168
7139,0,7,1,0,7,4,0,0.14359849295834642,-2.0421267634770066,0.22629158017371254
3088,1,5,1,4,3,5,0,0.6591977383551894,1.301175835282454,-0.2058667333528342
7561,0,5,1,4,0,4,2,-0.7964864537333425,1.8900318162055154,0.5051951659026519
407,1,0,1,4,3,3,3,-0.09966971927229715,-0.21609117257139643,-1.020547991730168
7499,0,5,2,4,7,3,1,-0.9706906373486036,0.34505364560786106,-0.1344226114162668
3456,1,5,1,4,2,5,0,0.8334019219704508,0.7322007073372602,-1.3820642626977904
4182,0,2,1,2,1,5,0,0.46849960362448534,-0.21609117257139643,1.4699559981500512
3576,1,5,1,4,3,4,0,0.6591977383551894,0.35288395537379746,-1.3820642626977904
3271,1,5,1,4,2,4,0,0.6591977383551894,1.301175835282454,-0.21683429470917706
4940,0,2,1,2,1,5,0,0.6967316058174551,-0.21609117257139643,2.629702185460493
1031,1,6,1,4,2,4,1,-0.4025213144518212,-1.09383488356835,-1.198062696213186
5325,0,5,1,1,1,4,0,1.7044228400467576,-0.7145181316048876,0.3966733599315991
855,1,3,1,4,2,3,4,1.0076061055857122,0.7322007073372602,-1.9066733720440707
3926,0,2,1,2,1,5,1,0.46849960362448534,0.7322007073372602,4.393998479477928
78,1,6,1,4,3,4,5,-0.4025213144518212,-0.14554300365969353,-1.198062696213186
2247,0,5,1,0,3,0,1,-1.7586209159116462,0.9140287735530548,0.5419736211188371
6022,0,7,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,-0.06501591182344083
7417,0,7,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-0.010755008837914495
7467,0,5,1,4,4,1,2,1.5537259129958796,2.0796901921872464,0.5051951659026519
6286,0,2,1,0,7,4,0,0.6591977383551894,-2.0421267634770066,0.2290334705127982
5594,0,7,1,0,7,4,4,-0.4025213144518212,-2.0421267634770066,0.5203409625099515
788,1,6,1,4,3,3,1,-0.4025213144518212,-1.2834932595500816,-1.198062696213186
2279,1,5,1,4,3,4,0,-0.34849349587411305,1.301175835282454,-0.21683429470917706
4095,1,5,1,4,2,4,0,-1.9328250995269078,1.301175835282454,-0.796707388364398
3897,1,5,1,4,2,4,0,-0.34849349587411305,1.301175835282454,0.959363234635779
6554,0,8,1,0,7,4,4,0.2652325990736682,-2.0421267634770066,-0.6734535868669065
6742,0,7,1,0,7,4,0,-1.144894820963865,-2.0421267634770066,0.22629158017371254
3631,1,5,1,4,2,5,0,-1.9328250995269078,1.301175835282454,0.959363234635779
6086,0,8,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,-0.30206250083506786
424,1,3,1,4,3,2,3,-0.09966971927229715,0.35288395537379746,-1.020547991730168
392,1,0,1,4,3,2,1,2.6445077867384463,0.35288395537379746,-1.020547991730168
6069,0,8,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.3794042045306674
7667,0,7,1,0,7,4,0,-0.20480987427217634,-2.0421267634770066,0.5203409625099515
4200,0,8,1,0,7,4,2,-0.4025213144518212,-2.0421267634770066,-0.38214609486975315
2672,1,5,1,4,3,4,0,-1.9328250995269078,0.7322007073372602,0.08544075864431919
7429,0,7,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.6734535868669065
5494,1,5,2,4,5,4,3,1.7044228400467576,1.301175835282454,-0.8430332872471509
3493,1,5,1,4,3,4,0,0.8334019219704508,1.1115174593007227,-1.0907567707006371
1459,1,6,1,4,3,3,5,1.3104577007652365,-1.2834932595500816,-1.198062696213186
7488,0,7,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-0.30206250083506786
6421,0,7,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,-0.913242066217619
6006,0,8,1,0,7,4,2,0.5375636322398677,-2.0421267634770066,-0.010755008837914495
3835,0,2,1,2,1,5,0,-1.7586209159116462,-0.026432796589665127,2.629702185460493
8044,0,5,1,4,8,1,2,0.6136409663041908,1.8900318162055154,0.5051951659026519
6289,0,7,1,0,7,4,0,0.6136409663041908,-2.0421267634770066,-0.3048043911741535
8085,0,5,2,4,7,3,1,0.052484948856349585,0.34505364560786106,-0.1344226114162668
4724,0,2,1,2,1,5,0,-0.7133958142200783,0.7322007073372602,2.629702185460493
6560,0,8,1,0,7,4,2,0.14359849295834642,-2.0421267634770066,-0.913242066217619
2355,1,5,1,4,2,4,0,-1.9328250995269078,0.35288395537379746,0.08544075864431919
8023,0,8,1,0,7,4,4,-0.20480987427217634,-2.0421267634770066,-0.3794042045306674
2442,1,5,1,4,2,5,0,-1.7586209159116462,0.35288395537379746,-1.0907567707006371
5499,1,2,1,4,1,3,1,-0.09966971927229715,0.7322007073372602,0.897003030084873
7451,0,2,1,0,7,4,4,0.14359849295834642,-2.0421267634770066,-0.06501591182344083
6318,0,2,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,-0.913242066217619
464,0,5,1,4,2,4,5,-1.584416732296385,-1.2834932595500816,-1.198062696213186
163,1,3,1,4,3,5,1,1.0076061055857122,0.35288395537379746,-1.9066733720440707
7028,0,8,1,0,7,4,0,-1.144894820963865,-2.0421267634770066,-0.3048043911741535
7274,0,2,1,0,7,4,0,0.14359849295834642,-2.0421267634770066,-0.38214609486975315
7780,0,8,1,0,7,4,0,-0.20480987427217634,-2.0421267634770066,-0.3794042045306674
8053,0,2,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,0.2290334705127982
2009,1,6,1,4,3,4,1,0.6136409663041908,-0.14554300365969353,-1.198062696213186
3084,1,5,1,4,2,4,0,1.0076061055857122,1.1115174593007227,0.07721508762706197
900,1,3,1,4,2,5,4,1.8786270236620188,0.35288395537379746,-1.9066733720440707
6356,0,2,1,0,7,4,4,1.0076061055857122,-2.0421267634770066,0.2290334705127982
4837,0,2,1,2,1,4,4,-0.7133958142200783,-0.21609117257139643,3.2287685114893145
2293,1,5,1,4,2,4,0,-0.7509296816823438,0.7322007073372602,-0.2058667333528342
4481,0,2,1,2,1,4,0,0.46849960362448534,-0.026432796589665127,2.629702185460493
5302,0,5,1,1,1,5,0,-0.054112947221298606,-0.14554300365969353,0.3966733599315991
4605,0,2,1,2,1,5,0,0.46849960362448534,-0.21609117257139643,0.8818572334775732
3716,1,5,1,4,3,5,0,1.0076061055857122,1.301175835282454,0.959363234635779
7978,0,7,1,0,7,4,4,0.18915526500934482,-2.0421267634770066,-0.38214609486975315
1764,0,5,1,0,3,3,1,-0.09966971927229715,1.2933455255165174,0.5419736211188371
1549,0,5,1,0,3,0,1,-1.584416732296385,0.5347120215895923,-1.7370936716638257
3029,1,5,1,4,2,4,0,0.8334019219704508,1.301175835282454,0.07721508762706197
6440,0,7,1,0,7,4,0,-0.7964864537333425,-2.0421267634770066,-0.3048043911741535
2044,0,5,1,0,2,3,1,-0.8875999978353397,0.9140287735530548,-1.7370936716638257
767,0,5,1,4,3,5,5,-0.17428931225885164,-1.662810011513544,-1.198062696213186
1508,0,5,1,0,3,0,1,-1.584416732296385,0.5347120215895923,0.5419736211188371
7887,0,5,2,4,7,5,0,-0.4025213144518212,1.301175835282454,-0.2264963106383051
4517,0,2,1,2,1,4,1,-0.5767254980670828,0.7322007073372602,4.393998479477928
4219,0,2,1,2,1,5,0,0.8334019219704508,0.7322007073372602,1.4644722174718798
6745,0,8,1,0,7,4,4,-1.144894820963865,-2.0421267634770066,-0.6734535868669065
5322,1,2,1,4,1,3,5,-0.9706906373486036,-0.026432796589665127,-1.3820642626977904
3292,0,1,1,4,2,3,0,-1.4102125486811237,-0.5326900653890926,-0.8430332872471509
819,1,3,1,4,3,2,1,2.6445077867384463,0.16322557939206617,-1.020547991730168
1403,0,5,1,0,3,0,1,0.4394367826889296,0.9140287735530548,-1.7370936716638257
1382,1,6,1,4,3,4,5,1.7044228400467576,-1.09383488356835,-1.198062696213186
2148,1,5,1,4,3,5,0,-0.5226976794893742,1.1115174593007227,-1.3820642626977904
1638,0,5,1,0,3,0,1,0.4394367826889296,1.2933455255165174,0.5419736211188371
7806,0,8,1,0,7,4,2,0.6591977383551894,-2.0421267634770066,-1.2045495582147725
399,1,6,1,4,3,3,5,-0.7964864537333425,-0.7145181316048876,-1.198062696213186
882,1,0,1,4,2,2,1,0.2942954200092241,1.301175835282454,-1.020547991730168
3565,0,2,1,2,1,4,1,-0.7133958142200783,0.7322007073372602,3.217800950132971
7257,0,2,1,0,7,4,0,0.5375636322398677,-2.0421267634770066,0.22629158017371254
1179,1,0,1,4,2,3,4,1.0076061055857122,1.301175835282454,-1.9066733720440707
4244,0,2,1,2,1,4,0,0.46849960362448534,-0.21609117257139643,3.2287685114893145
5218,0,8,1,0,7,4,0,-0.4025213144518212,-2.0421267634770066,-0.9105001758785335
5547,0,5,1,0,7,4,2,0.5375636322398677,0.4156018145195639,0.03911485976156643
2130,1,5,1,4,2,4,0,-1.9328250995269078,0.35288395537379746,-1.0907567707006371
5078,0,2,1,2,1,5,0,0.6967316058174551,-0.026432796589665127,2.629702185460493
456,1,0,1,4,3,2,1,2.2505426474569252,0.16322557939206617,-1.020547991730168
6999,0,5,1,4,4,4,2,0.14359849295834642,3.027982072095903,0.5051951659026519
1950,1,5,1,4,3,4,0,-1.7586209159116462,1.301175835282454,-0.796707388364398
689,1,0,1,4,2,3,1,-0.09966971927229715,0.16322557939206617,-1.020547991730168
6417,0,8,1,0,7,4,0,0.6591977383551894,-2.0421267634770066,-1.2045495582147725
7840,0,5,1,4,0,4,2,0.6136409663041908,1.8900318162055154,0.5051951659026519
1953,1,5,1,4,3,4,0,-1.7586209159116462,1.1115174593007227,-1.0907567707006371
2710,1,5,1,4,2,4,0,-0.4025213144518212,1.1115174593007227,-0.21683429470917706
7591,0,2,1,0,7,4,0,0.2652325990736682,-2.0421267634770066,-0.913242066217619
6036,0,2,1,0,7,4,2,-0.7509296816823438,-2.0421267634770066,-0.5961118831713068
4349,1,2,1,4,1,3,5,-0.08317576815685446,1.301175835282454,-1.3820642626977904
7049,0,7,1,0,7,4,2,-0.20480987427217634,-2.0421267634770066,-0.010755008837914495
1884,1,5,1,4,2,4,0,-0.17428931225885164,1.301175835282454,0.07721508762706197
6120,1,5,2,4,7,4,4,-1.3190990045791267,1.301175835282454,-0.8430332872471509
7180,0,7,1,0,7,4,4,0.14359849295834642,-2.0421267634770066,-0.913242066217619
2494,1,5,1,4,2,5,0,-1.9328250995269078,0.7322007073372602,0.07721508762706197
3036,1,5,1,4,3,4,0,0.6591977383551894,0.7322007073372602,-0.796707388364398
3603,1,5,1,4,2,4,0,0.6591977383551894,1.1115174593007227,-0.2058667333528342
845,0,5,1,0,3,3,1,-1.7586209159116462,0.7243703975713236,-0.674901728968094
